#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-29T22:56:20 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cc604a26b63	
#INFO	-out.max=unlimited	
#INFO	queryParameters=7	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:V/19&tab:{V/19/data}&key:source=V/19/data&HTTPPRM:&&-ref=VIZ5cc604a26b63&-file=.&-oc.form=sexa&-order=I&-out.form=verb&-out=Cl&-out=N&-out=ID&-out=B-V&-out=Vmag&-out=LC&-out=log.Teff&-out=logL&-out=Age&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=V/19/data
#-order=I
#-out=log.Teff
#-out=logL
#

#RESOURCE=yCat_5019
#Name: V/19
#Title: Masses and Ages of Stars in 68 Open Clusters (Piskunov 1980)
#Table	V_19_data:
#Name: V/19/data
#Title: Data for individual stars
#Column	log.Teff	(F6.3)	Logarithm of effective temperature	[ucd=phys.temperature.effective]
#Column	logL	(F5.2)	Logarithm of luminosity	[ucd=phys.luminosity]
log.Teff;logL
 3.877; 0.85
 3.873; 0.82
 3.854; 0.81
 3.858; 0.79
 3.858; 0.78
 3.873; 0.78
 3.847; 0.75
 3.877; 0.74
 3.844; 0.71
 3.858; 0.69
 3.816; 0.69
 3.816; 0.69
 3.816; 0.69
 3.892; 0.68
 3.865; 0.65
 3.858; 0.65
 3.858; 0.63
 3.847; 0.61
 3.809; 0.57
 3.825; 0.55
 3.800; 0.55
 3.800; 0.55
 3.800; 0.55
 3.873; 0.54
 3.831; 0.53
 3.873; 0.52
 3.841; 0.52
 3.806; 0.51
 3.813; 0.48
 3.798; 0.47
 3.800; 0.45
 3.782; 0.46
 3.782; 0.46
 3.782; 0.46
 3.858; 0.42
 3.791; 0.41
 4.768; 6.71
 4.768; 6.71
 4.275; 5.47
 4.275; 5.47
 5.008; 7.17
 4.964; 6.78
 4.950; 6.64
 4.284; 4.51
 4.284; 4.51
 4.600; 5.26
 4.600; 5.26
 4.500; 5.00
 4.500; 5.00
 4.500; 5.00
 4.500; 5.00
 4.500; 4.98
 4.500; 4.98
 4.500; 4.98
 4.500; 4.98
 4.850; 5.95
 4.600; 5.10
 4.600; 5.10
 4.800; 5.62
 4.375; 4.36
 4.375; 4.36
 3.727; 3.46
 3.727; 3.46
 3.727; 3.46
 3.727; 3.46
 4.450; 4.46
 4.450; 4.46
 4.800; 5.40
 4.600; 4.80
 4.400; 4.30
 4.400; 4.30
 4.400; 4.30
 4.400; 4.30
 4.400; 4.29
 4.400; 4.29
 4.400; 4.29
 4.400; 4.29
 4.375; 4.20
 4.375; 4.20
 4.375; 4.20
 4.375; 4.20
 4.450; 4.22
 4.450; 4.22
 4.375; 4.04
 4.375; 4.04
 4.375; 4.04
 4.375; 4.04
 4.133; 3.44
 4.133; 3.44
 4.375; 4.01
 4.375; 4.01
 4.133; 3.42
 4.133; 3.42
 4.300; 3.80
 4.300; 3.80
 4.400; 4.01
 4.400; 4.01
 4.375; 3.94
 4.375; 3.94
 4.375; 3.94
 4.375; 3.94
 4.500; 4.22
 4.400; 3.98
 4.400; 3.98
 4.100; 3.26
 4.100; 3.26
 4.350; 3.86
 4.350; 3.86
 4.350; 3.86
 4.350; 3.86
 4.450; 4.07
 4.450; 4.07
 4.450; 4.01
 4.450; 4.01
 4.450; 4.00
 4.450; 4.00
 4.238; 3.47
 4.238; 3.47
 3.994; 2.96
 3.994; 2.96
 4.350; 3.71
 4.350; 3.71
 4.350; 3.70
 4.350; 3.70
 4.325; 3.62
 4.325; 3.62
 4.150; 3.16
 4.150; 3.16
 3.705; 2.85
 3.705; 2.85
 3.705; 2.85
 3.705; 2.85
 4.375; 3.69
 4.375; 3.69
 4.167; 3.15
 4.167; 3.15
 4.267; 3.34
 4.267; 3.34
 4.267; 3.34
 4.267; 3.34
 4.062; 2.86
 4.062; 2.86
 4.062; 2.86
 4.062; 2.86
 3.785; 2.61
 3.785; 2.61
 3.785; 2.61
 3.785; 2.61
 3.994; 2.69
 3.994; 2.69
 4.375; 3.53
 4.375; 3.53
 4.350; 3.45
 4.350; 3.45
 4.375; 3.50
 4.375; 3.50
 4.250; 3.17
 4.250; 3.17
 4.250; 3.17
 4.250; 3.17
 4.050; 2.72
 4.050; 2.72
 4.350; 3.40
 4.350; 3.40
 4.283; 3.17
 4.283; 3.17
 3.956; 2.50
 3.956; 2.50
 3.994; 2.53
 3.994; 2.53
 3.674; 2.59
 3.674; 2.59
 3.674; 2.59
 3.674; 2.59
 3.655; 2.63
 3.655; 2.63
 3.655; 2.63
 3.655; 2.63
 3.988; 2.48
 3.988; 2.48
 4.225; 2.92
 4.225; 2.92
 4.238; 2.94
 4.238; 2.94
 4.133; 2.68
 4.133; 2.68
 4.212; 2.85
 4.212; 2.85
 4.062; 2.51
 4.062; 2.51
 4.020; 2.43
 4.020; 2.43
 4.267; 2.95
 4.267; 2.95
 4.020; 2.36
 4.020; 2.36
 4.225; 2.79
 4.225; 2.79
 4.212; 2.75
 4.212; 2.75
 4.050; 2.36
 4.050; 2.36
 4.183; 2.63
 4.183; 2.63
 3.715; 2.09
 3.715; 2.09
 3.715; 2.09
 3.715; 2.09
 4.167; 2.35
 4.167; 2.35
 4.087; 2.01
 4.087; 2.01
 3.956; 1.64
 3.956; 1.64
 3.963; 1.60
 3.963; 1.60
 4.212; 3.34
 4.200; 2.81
 4.150; 2.54
 4.167; 2.48
 4.183; 2.50
 4.150; 2.40
 4.087; 1.96
 4.087; 1.91
 4.020; 1.48
 3.994; 1.42
 3.988; 1.38
 3.945; 1.25
 3.945; 1.20
 3.892; 1.16
 3.892; 1.14
 3.936; 1.13
 3.888; 0.99
 3.881; 0.84
 3.885; 0.83
 3.816; 0.75
 3.816; 0.75
 3.816; 0.75
 3.809; 0.69
 3.809; 0.69
 3.809; 0.69
 3.831; 0.61
 3.822; 0.53
 3.825; 0.50
 3.795; 0.32
 3.888; 5.29
 3.888; 5.29
 3.888; 5.29
 4.125; 5.29
 4.125; 5.29
 4.407; 5.02
 4.407; 5.02
 4.375; 4.28
 4.375; 4.28
 4.375; 4.28
 4.375; 4.28
 4.350; 4.20
 4.350; 4.20
 4.400; 4.22
 4.400; 4.22
 4.400; 4.22
 4.400; 4.22
 4.375; 4.13
 4.375; 4.13
 4.375; 4.13
 4.375; 4.13
 4.325; 3.92
 4.325; 3.92
 4.300; 3.80
 4.300; 3.80
 4.350; 3.89
 4.350; 3.89
 4.350; 3.89
 4.350; 3.89
 4.400; 3.96
 4.400; 3.96
 4.325; 3.55
 4.325; 3.55
 4.350; 3.59
 4.350; 3.59
 4.283; 3.28
 4.283; 3.28
 4.283; 3.23
 4.283; 3.23
 4.325; 3.29
 4.325; 3.29
 4.267; 3.12
 4.267; 3.12
 4.300; 3.20
 4.300; 3.20
 4.167; 2.81
 4.167; 2.81
 4.167; 2.81
 4.167; 2.81
 4.183; 2.79
 4.183; 2.79
 4.183; 2.79
 4.183; 2.79
 4.283; 3.00
 4.283; 3.00
 4.267; 2.95
 4.267; 2.95
 4.283; 2.97
 4.283; 2.97
 4.183; 2.70
 4.183; 2.70
 4.212; 2.73
 4.212; 2.73
 4.225; 2.73
 4.225; 2.73
 4.167; 2.59
 4.167; 2.59
 4.150; 2.54
 4.150; 2.54
 4.075; 2.37
 4.075; 2.37
 4.200; 2.63
 4.200; 2.63
 4.117; 2.37
 4.117; 2.37
 4.117; 2.37
 4.117; 2.37
 4.200; 2.52
 4.200; 2.52
 4.238; 2.61
 4.238; 2.61
 4.117; 2.31
 4.117; 2.31
 4.133; 2.33
 4.133; 2.33
 4.200; 2.48
 4.200; 2.48
 4.225; 2.54
 4.225; 2.54
 4.212; 2.49
 4.212; 2.49
 4.212; 2.47
 4.212; 2.47
 4.150; 2.31
 4.150; 2.31
 4.183; 2.38
 4.183; 2.38
 4.212; 2.44
 4.212; 2.44
 4.183; 2.33
 4.183; 2.33
 4.087; 2.12
 4.087; 2.12
 4.167; 2.27
 4.167; 2.27
 4.150; 2.22
 4.150; 2.22
 4.050; 2.01
 4.050; 2.01
 4.050; 2.01
 4.050; 2.01
 4.167; 2.25
 4.167; 2.25
 4.167; 2.24
 4.167; 2.24
 4.133; 2.16
 4.133; 2.16
 4.225; 2.36
 4.133; 2.13
 4.133; 2.13
 4.133; 2.11
 4.133; 2.11
 4.133; 2.11
 4.133; 2.11
 4.062; 1.96
 4.062; 1.96
 4.150; 2.14
 4.150; 2.14
 4.167; 2.16
 4.167; 2.16
 4.167; 2.15
 4.167; 2.15
 4.062; 1.90
 4.062; 1.90
 4.167; 2.11
 4.087; 1.93
 4.087; 1.93
 4.075; 1.90
 4.075; 1.90
 4.062; 1.87
 4.062; 1.87
 4.100; 1.92
 4.100; 1.92
 4.133; 1.99
 4.133; 1.99
 4.133; 1.99
 4.133; 1.99
 4.133; 1.98
 4.133; 1.98
 4.133; 1.98
 4.133; 1.98
 4.100; 1.88
 4.100; 1.88
 4.010; 1.66
 4.010; 1.66
 4.050; 1.72
 4.050; 1.72
 4.150; 1.92
 4.075; 1.76
 4.075; 1.76
 4.075; 1.76
 4.075; 1.76
 4.075; 1.75
 4.075; 1.75
 4.040; 1.69
 4.040; 1.69
 4.062; 1.73
 4.062; 1.73
 4.100; 1.79
 4.100; 1.79
 3.963; 1.57
 3.963; 1.57
 4.040; 1.66
 4.040; 1.66
 4.020; 1.63
 4.020; 1.63
 4.100; 1.76
 4.100; 1.76
 4.087; 1.73
 4.087; 1.73
 4.040; 1.62
 4.040; 1.62
 4.075; 1.66
 4.075; 1.66
 4.117; 1.75
 4.075; 1.66
 4.075; 1.66
 4.062; 1.63
 4.062; 1.63
 4.050; 1.59
 4.050; 1.59
 4.062; 1.60
 4.062; 1.60
 4.062; 1.60
 4.062; 1.60
 4.030; 1.54
 4.030; 1.54
 4.075; 1.62
 4.075; 1.62
 4.000; 1.49
 4.000; 1.49
 4.087; 1.64
 4.020; 1.51
 4.020; 1.51
 4.020; 1.51
 4.020; 1.51
 4.030; 1.51
 4.030; 1.51
 4.062; 1.56
 4.062; 1.56
 4.062; 1.55
 4.062; 1.55
 4.020; 1.48
 4.020; 1.48
 4.050; 1.52
 4.050; 1.52
 4.040; 1.48
 4.040; 1.48
 3.950; 1.36
 3.950; 1.36
 3.950; 1.36
 3.950; 1.36
 4.040; 1.48
 4.040; 1.48
 4.010; 1.43
 4.010; 1.43
 3.956; 1.35
 3.956; 1.35
 3.956; 1.35
 3.956; 1.35
 4.000; 1.40
 4.000; 1.40
 4.020; 1.43
 4.020; 1.43
 4.030; 1.45
 4.030; 1.45
 4.050; 1.47
 4.050; 1.47
 4.030; 1.43
 4.030; 1.43
 3.975; 1.34
 3.975; 1.34
 4.020; 1.40
 4.020; 1.40
 4.000; 1.36
 4.000; 1.36
 4.030; 1.41
 4.030; 1.41
 4.020; 1.37
 4.020; 1.37
 4.030; 1.38
 4.030; 1.38
 4.020; 1.35
 4.020; 1.35
 3.994; 1.30
 3.994; 1.30
 4.010; 1.30
 4.010; 1.30
 4.010; 1.29
 4.010; 1.29
 3.969; 1.24
 3.969; 1.24
 4.030; 1.29
 3.994; 1.23
 3.994; 1.23
 3.975; 1.20
 3.975; 1.20
 3.950; 1.16
 3.950; 1.16
 3.975; 1.16
 3.975; 1.16
 3.950; 1.13
 3.950; 1.13
 3.941; 1.11
 3.941; 1.11
 3.956; 1.12
 3.956; 1.12
 3.927; 1.05
 3.927; 1.05
 3.956; 1.07
 3.956; 1.07
 3.945; 1.04
 3.945; 1.04
 3.956; 1.04
 3.956; 1.04
 3.941; 1.02
 3.941; 1.02
 3.841; 0.98
 3.841; 0.98
 3.956; 0.98
 3.956; 0.98
 3.877; 0.92
 3.877; 0.92
 3.877; 0.92
 3.877; 0.92
 3.941; 0.95
 3.941; 0.95
 3.862; 0.84
 3.862; 0.84
 3.813; 0.78
 3.813; 0.78
 3.888; 0.72
 3.888; 0.72
 4.375; 3.94
 4.375; 3.94
 4.225; 2.76
 4.225; 2.76
 4.212; 2.72
 4.212; 2.72
 4.225; 2.74
 4.225; 2.74
 4.133; 2.36
 4.133; 2.36
 4.150; 2.36
 4.150; 2.36
 4.250; 2.54
 4.117; 1.89
 4.117; 1.89
 4.020; 1.65
 4.020; 1.65
 4.075; 1.64
 4.075; 1.64
 4.117; 1.73
 4.040; 1.55
 4.040; 1.55
 3.994; 1.41
 3.994; 1.41
 4.020; 1.37
 4.020; 1.37
 4.030; 1.35
 4.030; 1.35
 3.896; 1.19
 3.896; 1.19
 3.994; 1.22
 3.994; 1.22
 3.981; 1.17
 3.981; 1.17
 3.988; 1.17
 3.988; 1.17
 3.988; 1.16
 3.988; 1.16
 3.945; 1.04
 3.945; 1.04
 3.945; 1.01
 3.945; 1.01
 3.956; 1.02
 3.956; 1.02
 3.927; 0.88
 3.927; 0.88
 3.918; 0.85
 3.918; 0.85
 3.896; 0.82
 3.896; 0.82
 3.900; 0.82
 3.900; 0.82
 3.800; 0.75
 3.800; 0.75
 3.809; 0.58
 3.809; 0.58
 3.800; 0.53
 3.800; 0.53
 3.819; 0.45
 3.819; 0.45
 3.748; 0.42
 3.748; 0.42
 3.681; 0.50
 3.681; 0.50
 3.681; 0.50
 3.681; 0.50
 3.896; 0.33
 3.697; 0.30
 3.697; 0.30
 3.697; 0.30
 3.697; 0.30
 3.665; 0.37
 3.665; 0.37
 3.665; 0.37
 3.665; 0.37
 3.782; 0.16
 3.782; 0.16
 3.777; 0.14
 3.777; 0.14
 3.800; 0.12
 3.825; 0.10
 3.803; 0.10
 3.646; 0.30
 3.646; 0.30
 3.646; 0.30
 3.646; 0.30
 3.770; 0.03
 3.770; 0.03
 3.793;-0.04
 3.854;-0.06
 3.784;-0.06
 3.831;-0.10
 3.650; 0.10
 3.650; 0.10
 3.650; 0.10
 3.650; 0.10
 3.691; 0.00
 3.691; 0.00
 3.691; 0.00
 3.691; 0.00
 3.786;-0.12
 3.680; 0.00
 3.680; 0.00
 3.680; 0.00
 3.680; 0.00
 3.773;-0.14
 3.670; 0.00
 3.670; 0.00
 3.670; 0.00
 3.670; 0.00
 3.714;-0.09
 3.714;-0.09
 3.653; 0.03
 3.653; 0.03
 3.653; 0.03
 3.653; 0.03
 3.655;-0.01
 3.655;-0.01
 3.655;-0.01
 3.655;-0.01
 3.698;-0.11
 3.698;-0.11
 3.698;-0.11
 3.698;-0.11
 3.755;-0.20
 3.579; 0.30
 3.800;-0.24
 3.757;-0.22
 3.768;-0.24
 3.665;-0.09
 3.665;-0.09
 3.665;-0.09
 3.665;-0.09
 3.759;-0.24
 3.633; 0.00
 3.633; 0.00
 3.633; 0.00
 3.633; 0.00
 3.608; 0.08
 3.798;-0.31
 3.707;-0.32
 3.707;-0.32
 3.707;-0.32
 3.707;-0.32
 3.725;-0.40
 3.574; 2.86
 4.100; 2.06
 3.699; 1.81
 3.654; 1.91
 3.654; 1.91
 3.654; 1.91
 3.650; 1.91
 3.650; 1.91
 3.650; 1.91
 3.669; 1.86
 3.669; 1.86
 3.669; 1.86
 3.916; 1.67
 3.715; 1.71
 3.695; 1.71
 3.698; 1.66
 3.674; 1.69
 3.665; 1.70
 3.665; 1.70
 3.665; 1.70
 3.694; 1.63
 3.692; 1.61
 3.692; 1.61
 3.553; 2.19
 3.865; 1.27
 3.816; 1.24
 3.802; 1.22
 3.811; 1.12
 3.764; 1.08
 3.802; 1.06
 3.799; 1.06
 3.809; 1.05
 3.800; 1.04
 3.799; 1.03
 3.800; 1.03
 3.905; 1.02
 3.806; 1.01
 3.803; 1.00
 3.782; 0.99
 3.811; 0.98
 3.808; 0.96
 3.814; 0.94
 3.827; 0.94
 3.798; 0.94
 3.806; 0.92
 3.900; 0.89
 3.819; 0.89
 3.825; 0.89
 3.819; 0.89
 3.819; 0.87
 3.825; 0.85
 3.842; 0.84
 3.842; 0.84
 3.842; 0.84
 3.823; 0.84
 3.820; 0.83
 3.816; 0.82
 3.833; 0.80
 3.833; 0.80
 3.833; 0.80
 3.819; 0.80
 3.819; 0.80
 3.819; 0.80
 3.827; 0.79
 3.827; 0.79
 3.827; 0.79
 3.823; 0.78
 3.823; 0.78
 3.823; 0.78
 3.817; 0.77
 3.817; 0.77
 3.817; 0.77
 3.828; 0.75
 3.828; 0.75
 3.828; 0.75
 3.825; 0.75
 3.825; 0.75
 3.825; 0.75
 3.820; 0.72
 3.820; 0.72
 3.820; 0.72
 3.844; 0.71
 3.825; 0.70
 3.806; 0.71
 3.822; 0.68
 3.814; 0.65
 3.814; 0.65
 3.814; 0.65
 3.817; 0.63
 3.822; 0.63
 3.811; 0.62
 3.811; 0.62
 3.811; 0.62
 3.830; 0.61
 3.814; 0.61
 3.819; 0.60
 3.816; 0.59
 3.811; 0.56
 3.798; 0.48
 3.828; 0.47
 3.822; 0.46
 3.809; 0.47
 3.816; 0.46
 3.811; 0.46
 3.803; 0.42
 3.823; 0.40
 3.809; 0.36
 3.795; 0.37
 3.795; 0.36
 3.809; 0.34
 3.811; 0.26
 3.798; 0.17
 3.790; 0.17
 3.770; 0.16
 3.789; 0.13
 3.764; 0.05
 3.761;-0.08
 3.761;-0.08
 4.183; 2.70
 4.183; 2.70
 4.150; 2.51
 4.150; 2.51
 4.167; 2.46
 4.167; 2.46
 4.183; 2.41
 4.183; 2.41
 4.167; 2.32
 4.167; 2.32
 4.087; 2.11
 4.087; 2.11
 4.030; 1.84
 4.030; 1.84
 4.030; 1.84
 4.030; 1.84
 4.133; 1.99
 4.133; 1.99
 3.950; 1.49
 3.950; 1.49
 4.030; 1.58
 4.030; 1.58
 3.941; 1.37
 3.941; 1.37
 3.994; 1.43
 3.994; 1.43
 3.918; 1.24
 3.918; 1.24
 3.950; 1.08
 3.950; 1.08
 3.927; 0.91
 3.927; 0.91
 3.918; 0.83
 3.918; 0.83
 3.892; 0.75
 3.892; 0.75
 3.644; 0.98
 3.644; 0.98
 3.644; 0.98
 3.644; 0.98
 3.862; 0.73
 3.862; 0.73
 3.862; 0.73
 3.862; 0.73
 3.865; 0.62
 3.865; 0.62
 3.847; 0.52
 3.847; 0.52
 3.828; 0.43
 3.828; 0.43
 3.844; 0.41
 3.844; 0.41
 3.290; 2.73
 3.685; 0.45
 3.685; 0.45
 3.685; 0.45
 3.685; 0.45
 3.862; 0.31
 3.604; 0.69
 3.858; 0.29
 3.773; 0.31
 3.773; 0.31
 3.604; 0.62
 3.847; 0.21
 3.800; 0.19
 3.800; 0.19
 3.646; 0.38
 3.646; 0.38
 3.646; 0.38
 3.646; 0.38
 3.809; 0.14
 3.661; 0.32
 3.661; 0.32
 3.661; 0.32
 3.661; 0.32
 3.837; 0.12
 3.666; 0.28
 3.666; 0.28
 3.666; 0.28
 3.666; 0.28
 3.669; 0.27
 3.669; 0.27
 3.669; 0.27
 3.669; 0.27
 3.834; 0.07
 3.773; 0.08
 3.773; 0.08
 3.644; 0.25
 3.644; 0.25
 3.644; 0.25
 3.644; 0.25
 3.240; 2.62
 3.795;-0.03
 3.816;-0.05
 3.773;-0.04
 3.750;-0.04
 3.750;-0.04
 3.822;-0.08
 3.813;-0.08
 3.604; 0.29
 3.888;-0.14
 3.568; 0.43
 3.748;-0.14
 3.752;-0.15
 3.633; 0.09
 3.633; 0.09
 3.633; 0.09
 3.633; 0.09
 3.654; 0.01
 3.654; 0.01
 3.654; 0.01
 3.654; 0.01
 3.655;-0.01
 3.655;-0.01
 3.655;-0.01
 3.655;-0.01
 3.755;-0.27
 3.803;-0.31
 3.806;-0.33
 3.806;-0.34
 3.716;-0.28
 3.716;-0.28
 3.844;-0.41
 3.764;-0.41
 3.743;-0.41
 3.841;-0.58
 3.816; 3.53
 3.816; 3.53
 3.816; 3.53
 3.816; 3.53
 4.330; 3.90
 4.330; 3.90
 4.330; 3.90
 4.330; 3.90
 4.235; 3.62
 4.235; 3.62
 4.097; 2.90
 4.097; 2.90
 4.183; 3.01
 4.183; 3.01
 4.210; 2.90
 4.210; 2.90
 4.202; 2.75
 4.202; 2.75
 4.122; 2.55
 4.122; 2.55
 4.183; 2.68
 4.183; 2.68
 4.152; 2.56
 4.152; 2.56
 4.152; 2.56
 4.152; 2.56
 4.177; 2.57
 4.177; 2.57
 4.217; 2.59
 4.217; 2.59
 4.155; 2.44
 4.155; 2.44
 4.123; 2.32
 4.123; 2.32
 4.117; 2.21
 4.117; 2.21
 4.182; 2.27
 4.182; 2.27
 3.959; 1.78
 3.959; 1.78
 4.097; 1.85
 4.097; 1.85
 4.086; 1.77
 4.086; 1.77
 4.082; 1.73
 4.082; 1.73
 4.035; 1.63
 4.035; 1.63
 4.087; 1.72
 4.087; 1.72
 4.045; 1.60
 4.045; 1.60
 4.020; 1.50
 4.020; 1.50
 4.026; 1.49
 4.026; 1.49
 4.013; 1.44
 4.013; 1.44
 3.980; 1.39
 3.980; 1.39
 4.033; 1.44
 4.033; 1.44
 4.054; 1.47
 4.054; 1.47
 4.057; 1.44
 3.967; 1.30
 3.967; 1.30
 4.026; 1.37
 4.026; 1.37
 3.966; 1.23
 3.966; 1.23
 3.992; 1.26
 3.992; 1.26
 3.973; 1.23
 3.973; 1.23
 3.967; 1.20
 3.967; 1.20
 3.973; 1.15
 3.973; 1.15
 3.983; 1.16
 3.983; 1.16
 3.965; 1.11
 3.965; 1.11
 3.962; 1.10
 3.962; 1.10
 3.973; 1.11
 3.973; 1.11
 3.916; 1.00
 3.916; 1.00
 3.938; 1.02
 3.938; 1.02
 3.963; 1.02
 3.963; 1.02
 3.929; 0.97
 3.929; 0.97
 3.966; 0.94
 3.935; 0.89
 3.935; 0.89
 3.928; 0.88
 3.928; 0.88
 3.923; 0.85
 3.923; 0.85
 3.876; 0.82
 3.876; 0.82
 3.876; 0.82
 3.876; 0.82
 3.923; 0.81
 3.923; 0.81
 3.865; 0.78
 3.865; 0.78
 3.865; 0.78
 3.865; 0.78
 3.886; 0.77
 3.886; 0.77
 3.951; 0.79
 3.896; 0.73
 3.896; 0.73
 3.890; 0.71
 3.890; 0.71
 3.890; 0.71
 3.890; 0.71
 3.815; 0.68
 3.815; 0.68
 3.792; 0.67
 3.792; 0.67
 3.869; 0.64
 3.869; 0.64
 3.875; 0.64
 3.875; 0.64
 3.869; 0.63
 3.869; 0.63
 3.866; 0.60
 3.866; 0.60
 3.884; 0.57
 3.868; 0.57
 3.868; 0.57
 3.861; 0.57
 3.861; 0.57
 3.846; 0.56
 3.846; 0.56
 3.836; 0.56
 3.836; 0.56
 3.846; 0.54
 3.846; 0.54
 3.807; 0.55
 3.807; 0.55
 3.841; 0.53
 3.841; 0.53
 3.827; 0.54
 3.827; 0.54
 3.827; 0.54
 3.827; 0.54
 3.834; 0.52
 3.834; 0.52
 3.840; 0.52
 3.840; 0.52
 3.844; 0.43
 3.844; 0.43
 3.829; 0.40
 3.829; 0.40
 3.829; 0.38
 3.829; 0.38
 3.834; 0.38
 3.834; 0.38
 3.809; 0.37
 3.809; 0.37
 3.829; 0.36
 3.829; 0.36
 3.832; 0.35
 3.832; 0.35
 3.820; 0.35
 3.820; 0.35
 3.816; 0.35
 3.816; 0.35
 3.821; 0.34
 3.821; 0.34
 3.769; 0.34
 3.769; 0.34
 3.795; 0.32
 3.785; 0.30
 3.785; 0.30
 3.816; 0.29
 3.816; 0.29
 3.785; 0.30
 3.785; 0.30
 3.813; 0.27
 3.813; 0.27
 3.778; 0.28
 3.778; 0.28
 3.796; 0.27
 3.796; 0.27
 3.813; 0.26
 3.813; 0.26
 3.823; 0.25
 3.815; 0.25
 3.815; 0.25
 3.808; 0.24
 3.808; 0.24
 3.789; 0.25
 3.789; 0.25
 3.796; 0.24
 3.796; 0.24
 3.747; 0.26
 3.747; 0.26
 3.815; 0.22
 3.796; 0.21
 3.796; 0.21
 3.799; 0.21
 3.799; 0.21
 3.777; 0.22
 3.777; 0.22
 3.797; 0.21
 3.797; 0.21
 3.808; 0.20
 3.808; 0.20
 3.809; 0.19
 3.799; 0.17
 3.799; 0.17
 3.798; 0.13
 3.788; 0.13
 3.788; 0.13
 3.798; 0.12
 3.788; 0.11
 3.788; 0.11
 3.796; 0.11
 3.813; 0.09
 3.781; 0.09
 3.781; 0.09
 3.786; 0.08
 3.786; 0.08
 3.794; 0.08
 3.776; 0.08
 3.776; 0.08
 3.762; 0.07
 3.762; 0.07
 3.795; 0.05
 3.769; 0.05
 3.769; 0.05
 3.790; 0.03
 3.794; 0.02
 3.787; 0.00
 3.741; 0.02
 3.741; 0.02
 3.753; 0.01
 3.753; 0.01
 3.785;-0.02
 3.776;-0.03
 3.767;-0.04
 3.773;-0.05
 3.739;-0.06
 3.739;-0.06
 3.758;-0.08
 3.768;-0.11
 3.768;-0.15
 3.775;-0.17
 3.764;-0.18
 3.768;-0.19
 3.763;-0.18
 3.770;-0.19
 3.776;-0.20
 3.734;-0.16
 3.734;-0.16
 3.790;-0.22
 3.774;-0.22
 3.758;-0.22
 3.740;-0.20
 3.763;-0.27
 3.735;-0.25
 3.755;-0.30
 3.722;-0.26
 3.755;-0.31
 3.767;-0.33
 3.742;-0.35
 3.737;-0.38
 3.744;-0.40
 3.797;-0.43
 3.755;-0.42
 4.167; 3.08
 4.087; 2.72
 4.167; 2.84
 4.062; 2.16
 3.988; 1.92
 4.000; 1.72
 4.040; 1.73
 4.050; 1.68
 3.975; 1.48
 4.000; 1.51
 3.941; 1.39
 3.923; 1.28
 3.981; 1.31
 3.950; 1.24
 3.950; 1.17
 3.963; 1.18
 3.927; 1.05
 3.905; 1.00
 3.858; 0.95
 3.858; 0.95
 3.858; 0.95
 3.900; 0.92
 3.844; 0.89
 3.844; 0.89
 3.844; 0.89
 3.877; 0.87
 3.881; 0.84
 3.844; 0.83
 3.865; 0.79
 3.850; 0.70
 3.847; 0.69
 3.813; 0.67
 3.813; 0.67
 3.813; 0.67
 3.803; 0.53
 3.813; 0.52
 3.789; 0.45
 3.789; 0.45
 3.789; 0.45
 3.813; 0.43
 3.795; 0.37
 3.809; 0.36
 3.789; 0.27
 3.791; 0.22
 3.791; 0.20
 3.786; 0.15
 3.786; 0.11
 3.773; 0.11
 3.748; 0.10
 3.777; 0.04
 3.770; 0.01
 3.768; 0.00
 3.768;-0.03
 3.711; 0.03
 3.766;-0.04
 3.761;-0.05
 3.768;-0.06
 3.759;-0.09
 3.755;-0.15
 3.732;-0.12
 3.714;-0.12
 3.718;-0.15
 3.714;-0.19
 3.705;-0.27
 3.730;-0.31
 3.752;-0.36
 3.718;-0.32
 3.720;-0.35
 3.723;-0.38
 3.727;-0.41
 3.714;-0.39
 3.723;-0.42
 3.716;-0.46
 3.700;-0.53
 3.689;-0.54
 3.705;-0.61
 3.652;-0.52
 3.652;-0.52
 3.652;-0.52
 3.682;-0.59
 3.677;-0.67
 3.730;-0.80
 3.689;-0.76
 3.677;-0.79
 3.734;-0.96
 3.618;-0.69
 3.652;-0.97
 3.768;-1.18
 3.768;-1.18
 3.607;-0.84
 3.590;-0.77
 3.564;-0.66
 3.677;-1.16
 3.691;-1.32
 3.594;-1.03
 3.616;-1.13
 3.618;-1.22
 3.634;-1.32
 3.634;-1.32
 3.634;-1.32
 3.645;-1.45
 3.572;-1.23
 3.741;-1.94
 3.896; 1.82
 3.692; 1.84
 3.694; 1.79
 3.698; 1.75
 3.956; 1.51
 3.869; 1.39
 3.873; 1.32
 3.900; 1.27
 3.900; 1.27
 3.900; 1.27
 3.905; 1.27
 3.905; 1.27
 3.905; 1.27
 3.877; 1.17
 3.865; 1.02
 3.865; 1.02
 3.865; 1.02
 3.865; 0.99
